latitude,id,longitude
-33.25,30,146.41667
-33.25,30,147.25
-33.25,30,148.25
-33.25,30,148.75
-33.25,30,149.08333
-33.25,30,149.41667
-33.25,30,149.58333
-33.25,30,149.75
-33.25,30,150.75
-33.25,30,150.91667
-33.25,30,151.08333
-33.25,30,151.25
-33.25,30,151.41667
-33.25,31,146.41667
-33.25,31,148.25
-33.25,31,148.41667
-33.25,31,148.75
-33.25,31,148.91667
-33.25,31,149.08333
-33.25,31,149.41667
-33.25,31,149.58333
-33.25,31,149.75
-33.25,31,149.91667
-33.25,31,150.75
-33.25,31,150.91667
-33.25,31,151.08333
-33.25,31,151.25
-33.25,31,151.41667
-33.25,32,143.91667
-33.25,32,146.41667
-33.25,32,148.25
-33.25,32,149.08333
-33.25,32,150.91667
-33.25,32,151.41667
-33.25,34,141.25
-33.25,34,146.25
-33.25,34,146.41667
-33.25,34,146.75
-33.25,34,147.08333
-33.25,34,147.25
-33.25,34,148.25
-33.25,34,148.41667
-33.25,34,148.75
-33.25,34,148.91667
-33.25,34,149.08333
-33.25,34,149.41667
-33.25,34,149.58333
-33.25,34,149.75
-33.25,34,149.91667
-33.25,34,150.91667
-33.25,34,151.08333
-33.25,34,151.25
-33.25,34,151.41667
-33.25,35,146.08333
-33.25,35,146.41667
-33.25,35,146.58333
-33.25,35,147.08333
-33.25,35,147.25
-33.25,35,148.25
-33.25,35,148.41667
-33.25,35,148.75
-33.25,35,148.91667
-33.25,35,149.08333
-33.25,35,149.41667
-33.25,35,149.58333
-33.25,35,149.75
-33.25,35,149.91667
-33.25,35,150.08333
-33.25,35,150.75
-33.25,35,150.91667
-33.25,35,151.08333
-33.25,35,151.25
-33.25,35,151.41667
-33.25,36,145.08333
-33.25,36,145.91667
-33.25,36,146.58333
-33.25,36,146.91667
-33.25,36,147.25
-33.25,36,148.25
-33.25,36,149.58333
-33.25,37,146.08333
-33.25,37,146.25
-33.25,37,146.41667
-33.25,37,146.75
-33.25,37,146.91667
-33.25,37,147.08333
-33.25,37,147.25
-33.25,37,147.41667
-33.25,37,148.25
-33.25,37,148.75
-33.25,37,148.91667
-33.25,37,149.08333
-33.25,37,149.41667
-33.25,37,149.58333
-33.25,37,149.75
-33.25,37,149.91667
-33.25,37,150.25
-33.25,37,150.91667
-33.25,37,151.08333
-33.25,37,151.25
-33.25,37,151.41667
-33.25,38,148.75
-33.25,38,149.08333
-33.25,38,149.41667
-33.25,38,149.75
-33.25,38,150.91667
-33.25,38,151.08333
-33.25,38,151.25
-33.25,38,151.41667
-33.266666,19,149.26666
-33.266666,24,149.26666
-33.266666,29,149.26666
-33.266666,31,149.26666
-33.266666,34,149.26666
-33.266666,35,149.26666
-33.266666,37,149.26666
-33.27420393,52,115.7185505
-33.283,41,151.433
-33.283,42,151.433
-33.283,54,151.433
-33.283,56,149.1
-33.283,57,149.1
-33.283333,19,148.8
-33.283333,19,150.45
-33.283333,21,150.45
-33.283333,23,150.45
-33.283333,24,148.8
-33.283333,24,150.45
-33.283333,28,148.8
-33.283333,28,150.45
-33.283333,29,148.8
-33.283333,29,150.45
-33.283333,30,148.8
-33.283333,30,150.45
-33.283333,31,148.8
-33.283333,31,150.45
-33.283333,34,148.8
-33.283333,34,150.45
-33.283333,35,150.45
-33.283333,37,148.8
-33.283333,37,150.45
-33.283333,38,150.45
-33.3,19,149.31667
-33.3,24,149.31667
-33.3,28,149.31667
-33.3,29,149.31667
-33.3,31,149.31667
-33.3,34,149.31667
-33.3,35,149.31667
-33.3,37,149.31667
-33.3,52,146.366
-33.316666,19,148.25
-33.316666,19,151.43333
-33.316666,24,148.25
-33.316666,24,149.06667
-33.316666,28,148.23334
-33.316666,30,149.06667
-33.316666,31,148.21666
-33.316666,31,148.23334
-33.316666,31,149.06667
-33.316666,34,148.23334
-33.316666,34,148.25
-33.316666,34,149.06667
-33.316666,35,148.23334
-33.316666,37,148.25
-33.33,64,115.63
-33.3333,5,148.6333
-33.33400625,34,115.8151674
-33.35,24,147.84999
-33.35,30,147.84999
-33.35,32,147.84999
-33.35,34,147.84999
-33.35,34,148.21666
-33.366665,22,151.48332
-33.366665,29,148.53334
-33.366665,30,150.86667
-33.366665,31,150.86667
-33.366665,34,150.86667
-33.366665,35,150.86667
-33.366665,37,150.86667
-33.36896983,64,115.6419833
-33.383335,19,151.01666
-33.383335,26,151.01666
-33.383335,28,151.01666
-33.383335,34,151.01666
-33.383335,35,151.01666
-33.383335,37,151.01666
-33.383335,38,150.98334
-33.39821674,52,115.6123609
-33.4,19,147.96667
-33.4,19,147.98334
-33.4,19,149.98334
-33.4,23,149.98334
-33.4,24,147.96667
-33.4,24,147.98334
-33.4,28,149.98334
-33.4,30,147.96667
-33.4,30,147.98334
-33.4,31,149.98334
-33.4,32,147.96667
-33.4,34,147.96667
-33.4,34,147.98334
-33.4,34,149.98334
-33.4,35,147.96667
-33.4,35,147.98334
-33.4,35,149.98334
-33.4,37,147.96667
-33.4,37,147.98334
-33.4,37,149.98334
-33.4,38,149.98334
-33.4,64,151.35
-33.416664,19,141.75
-33.416664,19,142.58333
-33.416664,19,143.08333
-33.416664,19,143.25
-33.416664,19,143.41667
-33.416664,19,143.58333
-33.416664,19,145.58333
-33.416664,19,145.91667
-33.416664,19,146.25
-33.416664,19,146.41667
-33.416664,19,146.58333
-33.416664,19,146.75
-33.416664,19,146.91667
-33.416664,19,147.25
-33.416664,19,147.41667
-33.416664,19,147.46666
-33.416664,19,147.75
-33.416664,19,147.91667
-33.416664,19,148.08333
-33.416664,19,148.41667
-33.416664,19,148.58333
-33.416664,19,148.75
-33.416664,19,148.91667
-33.416664,19,149.08333
-33.416664,19,149.25
-33.416664,19,149.41667
-33.416664,19,149.58333
-33.416664,19,149.75
-33.416664,19,149.91667
-33.416664,19,150.06667
-33.416664,19,150.08333
-33.416664,19,150.41667
-33.416664,19,150.58333
-33.416664,19,150.75
-33.416664,19,150.91667
-33.416664,19,151.03333
-33.416664,19,151.08333
-33.416664,19,151.25
-33.416664,19,151.41667
-33.416664,21,149.58333
-33.416664,21,149.91667
-33.416664,21,151.08333
-33.416664,21,151.25
-33.416664,21,151.41667
-33.416664,23,143.08333
-33.416664,23,143.41667
-33.416664,23,145.91667
-33.416664,23,146.41667
-33.416664,23,146.58333
-33.416664,23,146.75
-33.416664,23,146.91667
-33.416664,23,148.08333
-33.416664,23,149.25
-33.416664,23,149.91667
-33.416664,23,150.75
-33.416664,24,141.91667
-33.416664,24,142.58333
-33.416664,24,143.08333
-33.416664,24,143.41667
-33.416664,24,143.58333
-33.416664,24,143.91667
-33.416664,24,145.58333
-33.416664,24,145.91667
-33.416664,24,146.25
-33.416664,24,146.41667
-33.416664,24,146.58333
-33.416664,24,146.75
-33.416664,24,146.91667
-33.416664,24,147.25
-33.416664,24,147.41667
-33.416664,24,147.46666
-33.416664,24,147.66666
-33.416664,24,147.75
-33.416664,24,147.91667
-33.416664,24,148.08333
-33.416664,24,148.41667
-33.416664,24,148.58333
-33.416664,24,148.75
-33.416664,24,148.91667
-33.416664,24,149.08333
-33.416664,24,149.25
-33.416664,24,149.58333
-33.416664,24,149.75
-33.416664,24,149.91667
-33.416664,24,150.06667
-33.416664,24,150.08333
-33.416664,24,150.91667
-33.416664,24,151.03333
-33.416664,24,151.25
-33.416664,24,151.41667
-33.416664,25,150.25
-33.416664,25,150.41667
-33.416664,25,150.91667
-33.416664,25,151.08333
-33.416664,25,151.25
-33.416664,25,151.41667
-33.416664,26,148.91667
-33.416664,26,151.03333
-33.416664,26,151.25
-33.416664,26,151.41667
-33.416664,28,148.41667
-33.416664,28,148.91667
-33.416664,28,149.08333
-33.416664,28,149.58333
-33.416664,28,149.75
-33.416664,28,149.91667
-33.416664,28,150.06667
-33.416664,28,150.08333
-33.416664,28,150.41667
-33.416664,28,150.91667
-33.416664,28,151.08333
-33.416664,28,151.25
-33.416664,28,151.41667
-33.416664,29,143.08333
-33.416664,29,143.41667
-33.416664,29,146.25
-33.416664,29,146.41667
-33.416664,29,147.91667
-33.416664,29,148.08333
-33.416664,29,148.41667
-33.416664,29,148.58333
-33.416664,29,149.25
-33.416664,29,149.41667
-33.416664,29,149.58333
-33.416664,29,149.75
-33.416664,29,149.91667
-33.416664,29,150.08333
-33.416664,29,151.25
-33.416664,29,151.41667
-33.416664,30,145.91667
-33.416664,30,147.41667
-33.416664,30,147.46666
-33.416664,30,147.66666
-33.416664,30,147.75
-33.416664,30,147.91667
-33.416664,30,148.08333
-33.416664,30,148.41667
-33.416664,30,148.58333
-33.416664,30,148.75
-33.416664,30,148.91667
-33.416664,30,149.41667
-33.416664,30,149.58333
-33.416664,30,149.75
-33.416664,30,149.91667
-33.416664,30,150.91667
-33.416664,30,151.03333
-33.416664,30,151.08333
-33.416664,30,151.25
-33.416664,30,151.41667
-33.416664,31,147.46666
-33.416664,31,148.41667
-33.416664,31,148.58333
-33.416664,31,148.91667
-33.416664,31,149.08333
-33.416664,31,149.58333
-33.416664,31,149.75
-33.416664,31,149.91667
-33.416664,31,150.06667
-33.416664,31,150.25
-33.416664,31,150.41667
-33.416664,31,150.75
-33.416664,31,150.91667
-33.416664,31,151.08333
-33.416664,31,151.25
-33.416664,31,151.41667
-33.416664,32,143.58333
-33.416664,32,145.58333
-33.416664,32,145.91667
-33.416664,32,147.91667
-33.416664,32,148.41667
-33.416664,32,149.91667
-33.416664,32,150.91667
-33.416664,32,151.25
-33.416664,32,151.41667
-33.416664,34,141.75
-33.416664,34,142.58333
-33.416664,34,143.08333
-33.416664,34,145.91667
-33.416664,34,146.25
-33.416664,34,146.41667
-33.416664,34,146.58333
-33.416664,34,146.75
-33.416664,34,146.91667
-33.416664,34,147.25
-33.416664,34,147.41667
-33.416664,34,147.46666
-33.416664,34,147.66666
-33.416664,34,147.75
-33.416664,34,147.91667
-33.416664,34,148.08333
-33.416664,34,148.41667
-33.416664,34,148.58333
-33.416664,34,148.75
-33.416664,34,148.91667
-33.416664,34,149.08333
-33.416664,34,149.25
-33.416664,34,149.58333
-33.416664,34,149.75
-33.416664,34,149.91667
-33.416664,34,150.75
-33.416664,34,150.91667
-33.416664,34,151.08333
-33.416664,34,151.25
-33.416664,34,151.41667
-33.416664,35,142.58333
-33.416664,35,143.58333
-33.416664,35,143.91667
-33.416664,35,145.58333
-33.416664,35,145.91667
-33.416664,35,146.25
-33.416664,35,146.75
-33.416664,35,146.91667
-33.416664,35,147.41667
-33.416664,35,147.46666
-33.416664,35,147.91667
-33.416664,35,148.08333
-33.416664,35,148.41667
-33.416664,35,148.58333
-33.416664,35,148.91667
-33.416664,35,149.08333
-33.416664,35,149.25
-33.416664,35,149.41667
-33.416664,35,149.58333
-33.416664,35,149.75
-33.416664,35,149.91667
-33.416664,35,150.25
-33.416664,35,150.41667
-33.416664,35,150.75
-33.416664,35,150.91667
-33.416664,35,151.03333
-33.416664,35,151.08333
-33.416664,35,151.25
-33.416664,35,151.41667
-33.416664,36,141.91667
-33.416664,36,142.58333
-33.416664,36,143.08333
-33.416664,36,143.25
-33.416664,36,145.58333
-33.416664,36,146.25
-33.416664,36,146.41667
-33.416664,36,146.58333
-33.416664,36,146.75
-33.416664,36,149.25
-33.416664,36,149.58333
-33.416664,37,143.58333
-33.416664,37,145.91667
-33.416664,37,146.25
-33.416664,37,146.41667
-33.416664,37,146.58333
-33.416664,37,146.75
-33.416664,37,146.91667
-33.416664,37,147.25
-33.416664,37,147.41667
-33.416664,37,147.46666
-33.416664,37,147.66666
-33.416664,37,147.91667
-33.416664,37,148.08333
-33.416664,37,148.41667
-33.416664,37,148.58333
-33.416664,37,148.91667
-33.416664,37,149.08333
-33.416664,37,149.25
-33.416664,37,149.41667
-33.416664,37,149.58333
-33.416664,37,149.91667
-33.416664,37,150.75
-33.416664,37,150.91667
-33.416664,37,151.03333
-33.416664,37,151.08333
-33.416664,37,151.25
-33.416664,37,151.41667
-33.416664,38,148.41667
-33.416664,38,149.75
-33.416664,38,150.41667
-33.416664,38,150.75
-33.416664,38,150.91667
-33.416664,38,151.03333
-33.416664,38,151.08333
-33.416664,38,151.25
-33.416664,38,151.41667
-33.4167,57,146.3333
-33.43,57,141.83
-33.43,57,151.33
-33.43144134,19,149.765625
-33.43144134,34,149.765625
-33.433334,19,148.35
-33.433334,19,149.5
-33.433334,19,151.43333
-33.433334,24,148.03333
-33.433334,24,149.5
-33.433334,24,151.43333
-33.433334,26,151.43333
-33.433334,28,149.5
-33.433334,28,151.43333
-33.433334,30,151.43333
-33.433334,31,149.5
-33.433334,32,148.03333
-33.433334,32,148.35
-33.433334,32,151.43333
-33.433334,35,151.43333
-33.433334,37,149.5
-33.433334,37,151.43333
-33.433334,38,151.43333
-33.43457522,19,151.2940375
-33.45,25,150.15001
-33.45,25,150.18333
-33.45,28,150.18333
-33.45,30,150.18333
-33.45,35,150.18333
-33.466,49,144.933
-33.466667,19,150.11667
-33.466667,19,150.13333
-33.466667,23,150.13333
-33.466667,24,150.11667
-33.466667,24,150.13333
-33.466667,25,150.11667
-33.466667,25,150.13333
-33.466667,25,150.18333
-33.466667,25,150.2
-33.466667,28,150.11667
-33.466667,28,150.13333
-33.466667,28,150.18333
-33.466667,28,150.2
-33.466667,29,150.11667
-33.466667,30,150.11667
-33.466667,30,150.13333
-33.466667,31,150.11667
-33.466667,31,150.13333
-33.466667,31,150.18333
-33.466667,31,150.2
-33.466667,34,150.11667
-33.466667,34,150.13333
-33.466667,35,150.11667
-33.466667,35,150.13333
-33.466667,35,150.2
-33.466667,38,150.11667
-33.48,54,151.33
-33.48,59,151.33
-33.483,57,145.533
-33.483334,19,144.53334
-33.483334,19,150.2
-33.483334,24,144.53334
-33.483334,25,150.2
-33.483334,28,150.2
-33.483334,29,150.2
-33.483334,30,144.53334
-33.483334,31,150.2
-33.483334,35,150.2
-33.483334,36,144.53334
-33.483334,38,150.2
-33.49412103,19,150.7333082
-33.49419764,34,150.7334827
-33.5,19,151.15001
-33.5,30,151.15001
-33.5,31,151.15001
-33.5,34,151.15001
-33.5,35,151.15001
-33.5,37,150.91667
-33.5,37,151.06667
-33.5,37,151.15001
-33.5,64,150.38
-33.516666,19,150.84999
-33.516666,24,150.84999
-33.516666,28,149.1
-33.516666,30,150.84999
-33.516666,31,149.1
-33.516666,31,150.06667
-33.516666,31,150.84999
-33.516666,34,150.84999
-33.516666,35,149.1
-33.516666,35,150.84999
-33.516666,37,150.84999
-33.516666,38,149.1
-33.533,53,149.916
-33.533333,29,150.23334
-33.533333,34,150.4
-33.541308,34,150.877701
-33.55,19,150.84999
-33.55,19,150.91667
-33.55,21,150.84999
-33.55,24,150.88333
-33.55,31,150.91667
-33.55,32,150.91667
-33.55,34,150.84999
-33.55,34,150.91667
-33.55,35,150.9
-33.55,35,150.91667
-33.55,35,150.93333
-33.55,37,150.9
-33.55,37,150.91667
-33.55,38,150.9
-33.55,38,150.93333
-33.55,64,151.22
-33.55069421,34,150.6722116
-33.566666,19,151.2
-33.566666,25,151.2
-33.566666,31,149.2
-33.566666,31,150.78334
-33.566666,31,150.88333
-33.566666,34,150.81667
-33.566666,35,151.2
-33.566666,37,151.2
-33.56779272,34,150.7665717
-33.5833,6,116.15
-33.583336,19,141.75
-33.583336,19,142.75
-33.583336,19,143.08333
-33.583336,19,144.41667
-33.583336,19,145.25
-33.583336,19,145.75
-33.583336,19,146.25
-33.583336,19,146.41667
-33.583336,19,146.58333
-33.583336,19,146.75
-33.583336,19,146.91667
-33.583336,19,147.08333
-33.583336,19,147.25
-33.583336,19,147.41667
-33.583336,19,147.58333
-33.583336,19,147.75
-33.583336,19,147.91667
-33.583336,19,148.08333
-33.583336,19,148.25
-33.583336,19,148.41667
-33.583336,19,148.58333
-33.583336,19,149.08333
-33.583336,19,149.25
-33.583336,19,149.41667
-33.583336,19,149.58333
-33.583336,19,149.75
-33.583336,19,149.78334
-33.583336,19,149.91667
-33.583336,19,150.08333
-33.583336,19,150.25
-33.583336,19,150.41667
-33.583336,19,150.58333
-33.583336,19,150.75
-33.583336,19,150.78334
-33.583336,19,150.84999
-33.583336,19,150.88333
-33.583336,19,150.91667
-33.583336,19,151.01666
-33.583336,19,151.08333
-33.583336,21,145.25
-33.583336,21,149.58333
-33.583336,21,150.91667
-33.583336,21,151.01666
-33.583336,23,144.41667
-33.583336,23,145.25
-33.583336,23,146.25
-33.583336,23,146.58333
-33.583336,23,146.75
-33.583336,23,147.08333
-33.583336,23,147.75
-33.583336,23,147.91667
-33.583336,23,148.25
-33.583336,23,148.41667
-33.583336,23,150.75
-33.583336,23,150.91667
-33.583336,24,141.75
-33.583336,24,142.75
-33.583336,24,144.41667
-33.583336,24,145.25
-33.583336,24,145.75
-33.583336,24,146.08333
-33.583336,24,146.25
-33.583336,24,146.41667
-33.583336,24,146.58333
-33.583336,24,146.75
-33.583336,24,146.91667
-33.583336,24,147.08333
-33.583336,24,147.25
-33.583336,24,147.41667
-33.583336,24,147.58333
-33.583336,24,147.75
-33.583336,24,147.91667
-33.583336,24,148.08333
-33.583336,24,148.25
-33.583336,24,148.41667
-33.583336,24,148.58333
-33.583336,24,148.75
-33.583336,24,149.41667
-33.583336,24,149.58333
-33.583336,24,149.75
-33.583336,24,149.78334
-33.583336,24,149.91667
-33.583336,24,150.08333
-33.583336,24,150.25
-33.583336,24,150.75
-33.583336,24,150.91667
-33.583336,24,151.08333
-33.583336,25,150.08333
-33.583336,25,150.25
-33.583336,25,150.41667
-33.583336,25,150.58333
-33.583336,25,151.08333
-33.583336,26,150.58333
-33.583336,26,150.75
-33.583336,26,150.91667
-33.583336,26,151.08333
-33.583336,28,149.41667
-33.583336,28,149.58333
-33.583336,28,149.75
-33.583336,28,149.78334
-33.583336,28,150.25
-33.583336,28,150.41667
-33.583336,28,150.58333
-33.583336,28,150.75
-33.583336,28,150.91667
-33.583336,28,151.08333
-33.583336,29,141.75
-33.583336,29,143.08333
-33.583336,29,145.25
-33.583336,29,145.75
-33.583336,29,146.25
-33.583336,29,147.91667
-33.583336,29,149.41667
-33.583336,29,149.58333
-33.583336,29,149.75
